class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
p,1.7904084126802355,x,g,o,f,e,c,w,3.8215141684059803,0.6726460242434176,w,t,p,d,w
p,1.9366627301699166,x,h,e,f,e,c,w,3.480266791010175,0.564035640900917,w,t,p,d,u
p,1.1901958889563495,f,g,e,f,e,c,w,3.180562572601686,0.5022572577152747,w,t,g,d,w
p,1.2015923292802209,x,g,e,f,e,c,w,3.0618678326379274,0.5211893428850682,w,t,g,d,u
p,1.993644931789273,x,h,o,f,e,c,w,3.278485733071786,0.5749963217886926,w,t,g,d,w
p,1.4542134231260337,x,g,e,f,e,c,w,3.0856067806306795,0.5311535982375913,w,t,p,d,w
p,1.6764440094415232,f,g,o,f,e,c,w,3.174627835603498,0.4823287470102285,w,t,p,d,u
p,1.2281840233692536,x,g,o,f,e,c,w,3.0648352011370217,0.4733609171929578,w,t,p,d,w
p,1.3611424938144185,f,h,e,f,e,c,w,3.3318983660554773,0.5600499387599079,w,t,g,d,u
p,1.8321953605344299,f,g,o,f,e,c,w,3.4951036335056447,0.5819713005354583,w,t,p,d,u
p,1.247178090575706,x,h,e,f,e,c,w,3.2695836275745047,0.5351393003786005,w,t,p,d,a
p,1.750520871546686,f,g,o,f,e,c,w,2.9194341446814183,0.44845027881165034,w,t,g,d,w
p,1.870183494947334,x,g,o,f,e,c,w,3.4654299485147058,0.5949248324937385,w,t,g,d,a
p,1.3991306282273226,f,g,o,f,e,c,w,3.0737373066343037,0.45941095969942597,w,t,p,d,u
p,1.3440478333286117,f,h,o,f,e,c,w,3.1568236246089336,0.4942858534332562,w,t,g,d,a
p,1.5073968113040994,f,h,o,f,e,c,w,3.150888887610746,0.46040738523467806,w,t,p,d,a
p,1.4238229155957103,f,h,e,f,e,c,w,3.1568236246089336,0.5062429598562839,w,t,p,d,u
p,1.5282902852311966,f,g,e,f,e,c,w,3.2221057315890014,0.4962787045037607,w,t,p,d,u
p,1.585272486850553,x,g,e,f,e,c,w,3.1182478341207127,0.5630392153656649,w,t,g,d,w
p,1.7600179051499123,x,g,e,f,e,c,w,3.079672043632492,0.5052465343210314,w,t,g,d,u
p,1.5244914717899063,f,g,o,f,e,c,w,3.4298215265255783,0.537132151449105,w,t,p,d,a
p,1.5491837591582942,x,g,e,f,e,c,w,3.3229962605581957,0.5899427048174769,w,t,g,d,w
p,1.1996929225595758,f,g,e,f,e,c,w,3.186497309599874,0.5002644066447702,w,t,p,d,w
p,1.195894109118285,f,h,e,f,e,c,w,3.1063783601243373,0.4903001512922471,w,t,p,d,w
p,1.393432408065387,f,g,o,f,e,c,w,3.0856067806306795,0.5590535132246558,w,t,p,d,w
p,1.5871718935711983,f,g,o,f,e,c,w,3.225073100088095,0.5979141090994952,w,t,g,d,a
p,1.0420421647460234,f,h,o,f,e,c,w,3.444658369021048,0.5451035557311236,w,t,g,d,w
p,1.5928701137331338,x,g,e,f,e,c,w,3.100443623126149,0.5032536832505269,w,t,g,d,a
p,2.1474968761615347,f,g,e,f,e,c,w,3.6434720584603424,0.7613278968808722,w,t,g,d,w
p,1.0515391983492492,f,g,o,f,e,c,w,2.839315195205881,0.5002644066447702,w,t,g,d,w
p,1.765716125311848,f,g,o,f,e,c,w,3.7859057464168524,0.7194780244002759,w,t,g,d,u
p,1.8568876479028182,x,g,o,f,e,c,w,3.5010383705038324,0.6118640665930274,w,t,g,d,w
p,1.5624796062028108,f,h,o,f,e,c,w,3.4654299485147058,0.6108676410577752,w,t,p,d,w
p,1.7410238379434602,f,h,e,f,e,c,w,3.1924320465980616,0.537132151449105,w,t,g,d,w
p,1.6612487556763615,x,g,e,f,e,c,w,3.750297324427725,0.596917683564243,w,t,p,d,u
p,1.6897398564860397,f,h,o,f,e,c,w,3.3051920495636318,0.4653895129109396,w,t,g,d,a
p,1.5320890986724873,x,g,o,f,e,c,w,3.370474156543699,0.5251750450260777,w,t,g,d,w
p,1.7600179051499123,x,h,o,f,e,c,w,3.2903552070681625,0.5789820239297017,w,t,g,d,w
p,1.583373080129908,f,h,o,f,e,c,w,3.0826394121315848,0.5341428748433483,w,t,g,d,u
p,1.212988769604092,x,h,e,f,e,c,w,3.3764088935418872,0.5720070451829355,w,t,p,d,a
p,1.3459472400492567,f,h,o,f,e,c,w,3.0499983586415516,0.4972751300390132,w,t,p,d,u
p,1.993644931789273,x,h,e,f,e,c,w,3.5396141609920546,0.6417568326505965,w,t,g,d,u
p,1.1085213999686057,x,g,o,f,e,c,w,2.978781514663297,0.35378985296268206,w,t,p,d,a
p,1.5415861322757132,x,h,o,f,e,c,w,3.1983667835962493,0.4295181936418569,w,t,g,d,a
p,1.1047225865273154,x,g,e,f,e,c,w,3.0826394121315848,0.5221857684203206,w,t,g,d,u
p,1.2908644451505455,x,g,e,f,e,c,w,2.9876836201605785,0.4743573427282103,w,t,g,d,a
p,1.9195680696841098,x,h,e,f,e,c,w,3.180562572601686,0.510228661997293,w,t,p,d,w
p,1.7087339236924917,x,h,o,f,e,c,w,3.263648890576316,0.5421142791253666,w,t,p,d,u
p,0.8976872539769876,x,h,o,f,e,c,w,3.2577141535781284,0.6218283219455505,w,t,g,d,w
p,1.5814736734092627,f,g,o,f,e,c,w,2.7265551922403106,0.39364687437277424,w,t,p,d,w
p,1.78850900595959,x,h,e,f,e,c,w,3.4624625800156115,0.5500856834073852,w,t,p,d,a
p,1.3383496131666757,f,h,o,f,e,c,w,3.1449541506125582,0.5431107046606191,w,t,g,d,w
p,1.9062722226395932,f,h,e,f,e,c,w,3.6286352159648727,0.7055280669067435,w,t,g,d,u
p,2.0107395922750797,f,g,o,f,e,c,w,3.2903552070681625,0.5660284919714216,w,t,g,d,u
p,2.263360686120892,x,h,e,f,e,c,w,3.5663204774839,0.6855995562016977,w,t,p,d,u
p,1.4010300349479676,f,h,e,f,e,c,w,3.052965727140646,0.406600406331054,w,t,g,d,u
p,1.8075030731660424,f,g,o,f,e,c,w,3.186497309599874,0.5431107046606191,w,t,p,d,u
p,1.3022608854744169,x,g,o,f,e,c,w,3.5603857404857115,0.6696567476376609,w,t,p,d,w
p,2.0069407788337896,f,g,o,f,e,c,w,3.2072688890935317,0.6178426198045414,w,t,g,d,u
p,1.0249475042602165,f,g,e,f,e,c,w,2.990650988659673,0.4454610022058937,w,t,p,d,a
p,1.0553380117905395,x,h,e,f,e,c,w,2.9283362501786994,0.3488077252864207,w,t,p,d,a
p,1.520692658348616,x,h,o,f,e,c,w,3.0321941476469885,0.5291607471670867,w,t,p,d,w
p,1.5947695204537793,f,h,e,f,e,c,w,3.3318983660554773,0.507239385391536,w,t,p,d,u
p,1.3155567325189335,f,g,o,f,e,c,w,2.8571194062004452,0.44845027881165034,w,t,g,d,u
p,1.247178090575706,x,g,e,f,e,c,w,3.3140941550609138,0.5022572577152747,w,t,p,d,w
p,1.410527068551194,f,g,o,f,e,c,w,2.5752193987865195,0.4026147041900449,w,t,g,d,w
p,1.885378748712496,x,h,o,f,e,c,w,3.6048962679721215,0.6297997262275687,w,t,p,d,a
p,1.674544602720878,f,g,e,f,e,c,w,3.100443623126149,0.567024917506674,w,t,p,d,a
p,1.4333199491989361,f,g,e,f,e,c,w,3.254746785079035,0.5411178535901141,w,t,p,d,a
p,1.9347633234492718,x,g,e,f,e,c,w,3.4772994225110816,0.6636781944261468,w,t,g,d,w
p,1.674544602720878,x,h,e,f,e,c,w,3.0173573051515183,0.4803358959397239,w,t,p,d,w
p,1.585272486850553,x,h,o,f,e,c,w,3.242877311082659,0.4653895129109396,w,t,p,d,u
p,1.0040540303331191,f,g,o,f,e,c,w,2.842282563704975,0.44446457667064126,w,t,p,d,a
p,1.321254952680869,f,g,e,f,e,c,w,2.9669120406669207,0.3677398104562143,w,t,p,d,u
p,1.6384558750286187,f,g,o,f,e,c,w,3.248812048080847,0.38069334241449426,w,t,p,d,a
p,1.6118641809395862,f,g,o,f,e,c,w,3.052965727140646,0.5291607471670867,w,t,p,d,u
p,1.6631481623970066,f,h,e,f,e,c,w,3.225073100088095,0.44745385327639825,w,t,p,d,a
p,1.030645724422152,x,h,e,f,e,c,w,3.2280404685871895,0.5341428748433483,w,t,g,d,u
p,1.7676155320324929,f,h,o,f,e,c,w,3.2072688890935317,0.5022572577152747,w,t,p,d,u
p,1.8188995134899135,f,h,e,f,e,c,w,3.1360520451152762,0.4883073002217425,w,t,g,d,u
p,1.6365564683079736,f,g,o,f,e,c,w,3.3556373140482294,0.6038926623110091,w,t,g,d,u
p,0.8426044590782764,x,h,o,f,e,c,w,2.925368881679606,0.3956397254432788,w,t,g,d,a
p,1.330751986284095,x,g,e,f,e,c,w,3.002520462656048,0.36275768277995274,w,t,g,d,u
p,1.4978997777008733,f,h,e,f,e,c,w,2.8155762472131296,0.4853180236159855,w,t,p,d,a
p,1.2167875830453827,f,h,o,f,e,c,w,3.088574149129773,0.5879498537469724,w,t,p,d,w
p,1.6707457892795874,x,g,o,f,e,c,w,3.406082578532826,0.5201929173498161,w,t,p,d,w
p,1.9651538309795944,x,h,o,f,e,c,w,3.325963629057289,0.6616853433556423,w,t,g,d,a
p,1.9670532377002399,x,g,o,f,e,c,w,3.7413952189304434,0.6716495987081654,w,t,p,d,u
p,1.6289588414253928,x,g,o,f,e,c,w,2.851184669202257,0.48731087468649004,w,t,p,d,w
p,1.7809113790770095,f,h,e,f,e,c,w,3.361572051046417,0.5710106196476832,w,t,p,d,u
p,1.5624796062028108,x,g,o,f,e,c,w,3.3645394195455114,0.5341428748433483,w,t,g,d,a
p,1.782810785797655,x,g,e,f,e,c,w,3.382343630540075,0.47635019379871485,w,t,p,d,u
p,1.4162252887131292,f,g,o,f,e,c,w,3.337833103053665,0.6128604921282799,w,t,p,d,w
p,1.6973374833686203,x,g,o,f,e,c,w,3.759199429925007,0.7344244074290601,w,t,p,d,w
p,0.8767937800498901,x,h,e,f,e,c,w,3.079672043632492,0.32290066136986095,w,t,p,d,a
p,1.4789057104944212,x,g,o,f,e,c,w,3.1034109916252426,0.540121428054862,w,t,p,d,u
p,1.458012236567324,f,h,o,f,e,c,w,3.121215202619807,0.47933947040447183,w,t,g,d,a
p,1.8170001067692687,f,h,e,f,e,c,w,3.4624625800156115,0.4494467043469028,w,t,p,d,w
p,1.258574530899577,x,g,o,f,e,c,w,3.1686930986053103,0.49129657682749917,w,t,p,d,u
p,1.4352193559195814,x,h,o,f,e,c,w,3.3497025770500417,0.5829677260707108,w,t,g,d,u
p,1.0553380117905395,x,g,o,f,e,c,w,3.044063621643364,0.40958968293681103,w,t,p,d,u
p,1.3155567325189335,f,h,o,f,e,c,w,3.308159418062726,0.5122215130677975,w,t,g,d,w
p,1.4770063037737762,f,h,e,f,e,c,w,3.002520462656048,0.3816897679497466,w,t,p,d,u
p,1.4846039306563572,f,h,e,f,e,c,w,3.0737373066343037,0.5730034707181877,w,t,p,d,w
p,1.5643790129234558,f,g,e,f,e,c,w,3.52180994999749,0.5341428748433483,w,t,g,d,u
p,1.2015923292802209,x,h,o,f,e,c,w,2.711718349744842,0.4026147041900449,w,t,g,d,w
p,1.1617047881466713,x,g,o,f,e,c,w,3.195399415097156,0.44745385327639825,w,t,g,d,u
p,1.3801365610208705,f,h,e,f,e,c,w,2.9639446721678273,0.3876683211612602,w,t,p,d,w
p,1.3668407139763539,f,h,e,f,e,c,w,2.9876836201605785,0.46937521505194874,w,t,p,d,w
p,2.122804588793147,f,g,o,f,e,c,w,3.278485733071786,0.5979141090994952,w,t,p,d,w
p,1.4618110500086143,f,g,e,f,e,c,w,3.2132036260917194,0.6068819389167658,w,t,g,d,u
p,1.2718703779440934,f,g,e,f,e,c,w,2.8333804582076927,0.40859325740155855,w,t,p,d,w
p,1.1977935158389303,f,h,o,f,e,c,w,3.3853109990391683,0.5321500237728434,w,t,g,d,a
p,1.9689526444208856,x,g,e,f,e,c,w,3.6731457434512826,0.676631726384427,w,t,g,d,w
p,1.583373080129908,f,h,e,f,e,c,w,3.4862015280083627,0.670653173172913,w,t,g,d,w
p,1.575775453247327,f,h,e,f,e,c,w,3.6286352159648727,0.6188390453397935,w,t,p,d,w
p,1.830295953813785,f,h,e,f,e,c,w,3.3764088935418872,0.6517210880031196,w,t,p,d,a
p,0.8141133582685982,f,g,o,f,e,c,w,2.788869930721284,0.38567547009075565,w,t,g,d,u
p,2.0658223871737906,f,g,e,f,e,c,w,3.4921362650065513,0.5739998962534402,w,t,g,d,u
p,2.052526540129274,f,h,o,f,e,c,w,3.4476257375201413,0.5590535132246558,w,t,g,d,w
p,1.9062722226395932,x,h,o,f,e,c,w,3.3942131045364503,0.7782671309801614,w,t,p,d,a
p,1.7999054462834618,f,h,o,f,e,c,w,3.1775952041025914,0.5122215130677975,w,t,p,d,a
p,1.55868079276152,x,g,e,f,e,c,w,3.239909942583565,0.6088747899872707,w,t,g,d,a
p,1.520692658348616,f,h,o,f,e,c,w,3.512907844500209,0.6327890028333257,w,t,g,d,w
p,1.7543196849879767,x,h,o,f,e,c,w,2.9194341446814183,0.4723644916577057,w,t,g,d,u
p,1.2965626653124813,x,g,e,f,e,c,w,3.180562572601686,0.5789820239297017,w,t,g,d,u
p,1.5947695204537793,x,h,e,f,e,c,w,3.610831004970309,0.6158497687340365,w,t,p,d,u
p,1.6498523153524902,f,g,o,f,e,c,w,3.489168896507457,0.6068819389167658,w,t,g,d,u
p,1.283266818267965,x,g,o,f,e,c,w,3.2695836275745047,0.5271678960965822,w,t,g,d,a
p,1.7049351102512014,f,h,e,f,e,c,w,3.361572051046417,0.6058855133815138,w,t,p,d,a
p,1.5624796062028108,f,g,e,f,e,c,w,3.3764088935418872,0.5201929173498161,w,t,p,d,u
p,1.6346570615873284,f,h,o,f,e,c,w,3.3111267865618195,0.6447461092563535,w,t,p,d,w
p,1.049639791628604,x,g,o,f,e,c,w,3.4298215265255783,0.5411178535901141,w,t,p,d,a
p,1.2775685981060294,f,g,o,f,e,c,w,3.067802569636116,0.3139328315525903,w,t,p,d,w
p,1.8720829016679796,f,g,o,f,e,c,w,3.664243637954,0.6337854283685782,w,t,p,d,u
p,1.566278419644101,x,g,e,f,e,c,w,3.195399415097156,0.5530749600131418,w,t,p,d,a
p,1.323154359401514,f,h,e,f,e,c,w,3.1034109916252426,0.5570606621541508,w,t,g,d,u
p,1.5548819793202298,x,g,e,f,e,c,w,3.4090499470319204,0.4853180236159855,w,t,g,d,u
p,1.0002552168918286,f,g,e,f,e,c,w,2.765130982728533,0.406600406331054,w,t,g,d,u
p,1.522592065069261,f,h,e,f,e,c,w,3.0203246736506126,0.507239385391536,w,t,g,d,w
p,1.8739823083886251,f,g,e,f,e,c,w,3.524777318496585,0.620831896410298,w,t,p,d,w
p,0.9565688623169888,x,g,o,f,e,c,w,3.079672043632492,0.3408363210044023,w,t,g,d,u
p,1.830295953813785,f,h,o,f,e,c,w,3.450593106019236,0.6626817688908948,w,t,g,d,w
p,1.3592430870937733,f,g,e,f,e,c,w,3.337833103053665,0.5490892578721327,w,t,g,d,w
p,0.9451724219931178,f,h,e,f,e,c,w,2.934270987176887,0.39364687437277424,w,t,g,d,a
p,1.6650475691176518,f,h,o,f,e,c,w,3.3645394195455114,0.5919355558879815,w,t,p,d,u
p,1.7467220581053957,x,h,e,f,e,c,w,3.0499983586415516,0.4733609171929578,w,t,p,d,u
p,2.0886152678215333,f,h,e,f,e,c,w,3.7413952189304434,0.5989105346347476,w,t,p,d,a
p,1.993644931789273,f,h,e,f,e,c,w,3.225073100088095,0.5620427898304124,w,t,g,d,a
p,1.9043728159189484,f,g,o,f,e,c,w,3.6286352159648727,0.6178426198045414,w,t,g,d,u
p,1.4067282551099034,x,g,o,f,e,c,w,3.058900464138834,0.5799784494649538,w,t,p,d,w
p,1.1636041948673166,x,g,o,f,e,c,w,2.9134994076832297,0.4813323214749764,w,t,g,d,a
p,1.9100710360808837,f,g,o,f,e,c,w,3.6286352159648727,0.5919355558879815,w,t,g,d,a
p,1.4143258819924842,f,h,e,f,e,c,w,3.3497025770500417,0.6028962367757567,w,t,p,d,a
p,1.2965626653124813,x,h,e,f,e,c,w,3.133084676616183,0.457418108628921,w,t,g,d,w
p,1.4409175760815172,x,g,e,f,e,c,w,2.9283362501786994,0.3607648317094482,w,t,g,d,a
p,1.3117579190776432,x,h,e,f,e,c,w,3.014389936652424,0.47635019379871485,w,t,p,d,w
p,1.283266818267965,x,h,o,f,e,c,w,3.0114225681533306,0.5341428748433483,w,t,p,d,w
p,1.513095031466035,x,g,e,f,e,c,w,3.044063621643364,0.4504431298821553,w,t,p,d,a
p,1.2528763107376415,f,h,o,f,e,c,w,3.759199429925007,0.6586960667498857,w,t,p,d,w
p,1.1655036015879616,f,h,e,f,e,c,w,2.949107829672357,0.5331464493080958,w,t,g,d,w
p,1.448515202964098,x,h,e,f,e,c,w,3.3497025770500417,0.570014194112431,w,t,p,d,u
p,1.4542134231260337,f,g,e,f,e,c,w,3.254746785079035,0.507239385391536,w,t,g,d,w
p,1.412426475271839,x,h,e,f,e,c,w,3.2310078370862825,0.4903001512922471,w,t,g,d,w
p,1.8359941739757204,f,g,o,f,e,c,w,3.3645394195455114,0.5660284919714216,w,t,g,d,u
p,1.0591368252318303,f,g,e,f,e,c,w,3.097476254627055,0.38467904455550356,w,t,p,d,w
p,1.5263908785105516,x,h,e,f,e,c,w,2.9758141461642027,0.4893037257569946,w,t,g,d,w
p,1.5738760465266817,f,h,e,f,e,c,w,3.058900464138834,0.5092322364620409,w,t,p,d,u
p,1.3611424938144185,x,h,o,f,e,c,w,3.4179520525292024,0.5530749600131418,w,t,g,d,u
p,1.9746508645828207,x,h,e,f,e,c,w,2.931303618677794,0.4663859384461917,w,t,g,d,u
p,1.3193555459602238,f,g,o,f,e,c,w,3.4535604745183295,0.5301571727023389,w,t,g,d,a
p,1.5700772330853914,x,g,e,f,e,c,w,3.4238867895273906,0.4962787045037607,w,t,g,d,w
p,1.28516622498861,x,h,e,f,e,c,w,2.6494036112638684,0.3009792995943103,w,t,p,d,a
p,1.3687401206969991,x,h,e,f,e,c,w,3.284420470069974,0.5321500237728434,w,t,p,d,u
p,1.4978997777008733,f,g,e,f,e,c,w,3.2132036260917194,0.5480928323368802,w,t,g,d,u
p,1.3345507997253854,f,g,o,f,e,c,w,3.3556373140482294,0.570014194112431,w,t,p,d,w
p,1.8948757823157223,x,h,e,f,e,c,w,3.3497025770500417,0.5122215130677975,w,t,g,d,u
p,1.6650475691176518,x,g,e,f,e,c,w,3.337833103053665,0.6616853433556423,w,t,g,d,u
p,1.5263908785105516,x,h,e,f,e,c,w,3.008455199654236,0.4345003213181185,w,t,p,d,a
p,2.166490943367987,x,g,o,f,e,c,w,3.533679423993866,0.6955638115542204,w,t,p,d,u
p,1.7182309572957175,x,h,o,f,e,c,w,3.598961530973934,0.6656710454966515,w,t,g,d,w
p,1.9974437452305633,x,g,o,f,e,c,w,3.3022246810645384,0.5879498537469724,w,t,p,d,a
p,1.870183494947334,f,h,o,f,e,c,w,3.607863636471215,0.6148533431987844,w,t,g,d,w
p,1.2015923292802209,x,g,e,f,e,c,w,3.4416910005219536,0.6945673860189684,w,t,p,d,u
p,1.6612487556763615,x,g,o,f,e,c,w,3.0292267791478937,0.43151104471236146,w,t,g,d,w
p,1.7790119723563647,f,g,o,f,e,c,w,3.2873878385690682,0.5112250875325455,w,t,g,d,w
p,1.6783434161621684,x,g,e,f,e,c,w,3.5396141609920546,0.6009033857052521,w,t,p,d,w
p,1.5738760465266817,x,g,o,f,e,c,w,2.8749236171950083,0.46439308737568713,w,t,g,d,a
p,1.4048288483892584,x,h,e,f,e,c,w,3.174627835603498,0.43848602345912757,w,t,g,d,a
p,1.765716125311848,f,g,o,f,e,c,w,3.4535604745183295,0.619835470875046,w,t,p,d,w
p,1.3459472400492567,x,h,o,f,e,c,w,2.7028162442475594,0.3567791295684391,w,t,p,d,a
p,1.7391244312228151,x,g,o,f,e,c,w,3.3348657345545716,0.5859570026764678,w,t,g,d,u
p,1.5700772330853914,f,g,o,f,e,c,w,3.4298215265255783,0.6028962367757567,w,t,p,d,u
p,1.9917455250686276,f,h,e,f,e,c,w,3.4654299485147058,0.6058855133815138,w,t,p,d,w
p,1.9043728159189484,x,h,o,f,e,c,w,3.0262594106488003,0.3906575977670172,w,t,p,d,w
p,1.9442603570524972,x,g,o,f,e,c,w,3.201334152095344,0.4424717256001367,w,t,g,d,w
p,2.1152069619105665,f,h,e,f,e,c,w,3.69391732294494,0.6218283219455505,w,t,g,d,u
p,1.182598262073769,f,h,e,f,e,c,w,2.794804667719472,0.4434681511353892,w,t,p,d,a
p,1.6821422296034587,x,h,o,f,e,c,w,3.6137983734694035,0.640760407115344,w,t,g,d,w
p,1.450414609684743,x,g,e,f,e,c,w,3.400147841534638,0.510228661997293,w,t,g,d,w
p,1.5320890986724873,x,g,e,f,e,c,w,3.4268541580264835,0.5490892578721327,w,t,g,d,w
p,1.2699709712234484,f,g,o,f,e,c,w,3.346735208550947,0.567024917506674,w,t,g,d,w
p,1.2737697846647387,f,g,e,f,e,c,w,3.014389936652424,0.43748959792387515,w,t,p,d,u
p,1.6916392632066848,x,g,o,f,e,c,w,3.4031152100337327,0.5162072152088066,w,t,p,d,w
p,1.6004677406157146,x,g,o,f,e,c,w,3.370474156543699,0.5182000662793116,w,t,g,d,a
p,1.4257223223163555,f,h,o,f,e,c,w,3.002520462656048,0.4903001512922471,w,t,p,d,a
p,1.2414798704137702,x,g,e,f,e,c,w,3.239909942583565,0.5660284919714216,w,t,p,d,w
p,1.4428169828021624,x,g,o,f,e,c,w,3.1716604671044037,0.5281643216318344,w,t,g,d,a
p,2.2519642457970215,x,g,o,f,e,c,w,3.4772994225110816,0.6646746199613993,w,t,p,d,u
p,1.9347633234492718,x,g,e,f,e,c,w,3.4921362650065513,0.596917683564243,w,t,g,d,a
p,1.4997991844215188,f,h,o,f,e,c,w,2.978781514663297,0.37670764027348497,w,t,p,d,w
p,1.5149944381866804,f,g,e,f,e,c,w,3.5811573199793694,0.5809748750002063,w,t,g,d,w
p,1.539686725555068,x,g,e,f,e,c,w,3.4565278430174238,0.6009033857052521,w,t,g,d,u
p,1.3991306282273226,f,g,o,f,e,c,w,2.940205724175075,0.5749963217886926,w,t,g,d,u
p,0.9413736085518272,f,g,e,f,e,c,w,3.1449541506125582,0.4942858534332562,w,t,p,d,a
p,1.309858512356998,f,g,e,f,e,c,w,3.1034109916252426,0.47933947040447183,w,t,p,d,u
p,1.6251600279841023,f,g,e,f,e,c,w,3.3140941550609138,0.42055036382458627,w,t,g,d,w
p,1.6783434161621684,x,g,e,f,e,c,w,3.459495211516517,0.6238211730160551,w,t,p,d,a
p,2.060124167011855,x,h,o,f,e,c,w,3.0499983586415516,0.5321500237728434,w,t,g,d,u
p,1.6460535019111997,f,g,e,f,e,c,w,3.0707699381352094,0.5082358109267884,w,t,g,d,w
p,1.3117579190776432,f,h,e,f,e,c,w,2.984716251661485,0.5421142791253666,w,t,p,d,u
p,1.9974437452305633,x,h,e,f,e,c,w,3.328930997556384,0.51321793860305,w,t,g,d,u
p,2.1095087417486305,f,h,o,f,e,c,w,3.6345699529630604,0.6367747049743349,w,t,g,d,w
p,1.6612487556763615,x,h,e,f,e,c,w,3.2132036260917194,0.5231821939555727,w,t,p,d,w
p,1.4884027440976475,f,g,o,f,e,c,w,3.412017315531014,0.6317925772980733,w,t,g,d,u
p,1.4656098634499048,x,g,e,f,e,c,w,3.278485733071786,0.5490892578721327,w,t,g,d,a
p,1.7201303640163628,f,h,e,f,e,c,w,3.640504689961249,0.5959212580289905,w,t,p,d,w
p,2.022136032598951,x,g,o,f,e,c,w,3.7651341669231946,0.6636781944261468,w,t,g,d,a
p,1.5529825725995845,f,g,o,f,e,c,w,3.5010383705038324,0.3906575977670172,w,t,p,d,w
p,1.9461597637731427,f,g,o,f,e,c,w,3.1390194136143705,0.44845027881165034,w,t,p,d,w
p,1.3288525795634498,f,h,o,f,e,c,w,2.9075646706850415,0.4803358959397239,w,t,p,d,w
p,1.5681778263647461,f,h,o,f,e,c,w,3.1479215191116525,0.4046075552605495,w,t,g,d,a
p,1.5719766398060366,x,g,o,f,e,c,w,3.391245736037357,0.5162072152088066,w,t,g,d,a
p,1.7296273976195888,x,h,o,f,e,c,w,3.5485162664893357,0.6297997262275687,w,t,g,d,u
p,1.8777811218299154,x,g,o,f,e,c,w,3.5485162664893357,0.5839641516059633,w,t,p,d,a
p,0.8653973397260187,f,g,o,f,e,c,w,2.9728467776651093,0.4524359809526598,w,t,g,d,a
p,1.3706395274176444,f,h,o,f,e,c,w,3.1152804656216184,0.37371836366772815,w,t,g,d,u
p,1.431420542478291,x,h,e,f,e,c,w,3.195399415097156,0.47037164058720116,w,t,p,d,u
p,2.022136032598951,f,h,o,f,e,c,w,3.248812048080847,0.6128604921282799,w,t,g,d,u
p,1.1996929225595758,x,g,o,f,e,c,w,3.3497025770500417,0.5590535132246558,w,t,g,d,a
p,1.4656098634499048,f,h,e,f,e,c,w,3.219138363089907,0.5271678960965822,w,t,p,d,u
p,1.7372250245021699,f,h,o,f,e,c,w,3.308159418062726,0.6985530881599774,w,t,p,d,a
p,1.623260621263457,f,g,o,f,e,c,w,3.3793762620409806,0.570014194112431,w,t,g,d,w
p,1.5092962180247447,x,h,o,f,e,c,w,2.851184669202257,0.4235396404303429,w,t,g,d,a
p,1.4542134231260337,f,g,e,f,e,c,w,3.088574149129773,0.39165402330226934,w,t,p,d,u
p,1.7904084126802355,f,g,o,f,e,c,w,3.367506788044605,0.5241786194908252,w,t,g,d,a
